id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply
ZT8bSrQX,TRUE,51,mate,white,10+0,be0wulf,1870,sansebastian,1430,A40,Polish Defense,2
HNZeUWN0,TRUE,74,resign,black,10+0,ysnnlc,1691,be0wulf,1858,B84,Sicilian Defense: Scheveningen Variation |  Classical Variation,12
LonnFaoq,TRUE,48,draw,draw,10+0,be0wulf,1860,beni2017,1815,D07,Queen's Gambit Refused: Chigorin Defense |  Main Line,6
5TytpSI3,TRUE,131,mate,white,10+0,be0wulf,1855,govnezzo,1615,D30,Queen's Gambit Declined,4
hxWkHHzL,FALSE,96,resign,black,10+0,gqueen,2068,afgalin,1500,D30,Queen's Gambit Declined,4
1waMIFNE,TRUE,134,resign,black,10+0,grasmat,1910,gqueen,2060,C07,French Defense: Tarrasch Variation |  Chistyakov Defense,8
4q388Xq8,TRUE,61,resign,white,10+0,gqueen,2058,s7serg,1616,D20,Queen's Gambit Accepted,4
u77fOTUg,TRUE,62,outoftime,black,10+0,jupp3,1693,gqueen,2055,E15,Queen's Indian Defense: Fianchetto Traditional,8
i4CHzPRj,TRUE,58,resign,black,10+0,elcortez,1273,gqueen,2054,C02,French Defense: Advance Variation #4,6
YsygpBkU,TRUE,49,mate,white,10+0,gqueen,2038,bluscreen,2141,A57,Benko Gambit,6
dvespgYu,TRUE,71,resign,white,10+0,gqueen,2034,sktfaker,1747,E12,Queen's Indian Defense,6
Em887Lxl,TRUE,73,resign,white,10+0,ilya2002,1979,gqueen,2049,E12,Queen's Indian Defense,6
N8w191RJ,TRUE,87,draw,draw,10+0,shayanaghaie,2044,gqueen,2027,E12,Queen's Indian Defense,6
cWDFjloh,TRUE,63,resign,white,10+0,gqueen,2014,smm1347,2023,D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav,8
n8uP4P4Z,TRUE,38,resign,black,10+0,st2orm,2094,gqueen,1997,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
uUQ9P8gi,TRUE,43,mate,white,10+0,gqueen,1996,zbeu,1403,E88,King's Indian Defense: Saemisch Variation |  Closed Variation |  7...c6,14
L2xOeIWh,TRUE,73,resign,white,10+0,gqueen,1994,ikariamus,1522,A40,Polish Defense,2
OftOFmMQ,TRUE,151,mate,white,10+0,mohammad9182,1733,gqueen,2016,E20,Nimzo-Indian Defense,6
Es9iNlZ4,TRUE,47,mate,white,10+0,gqueen,2014,kvs,1585,D30,Queen's Gambit Declined: Traditional Variation,7
mFxS2uIH,TRUE,58,resign,black,10+0,stylos,1535,gqueen,2012,C00,French Defense: Knight Variation,3
nqjoIyv4,TRUE,53,outoftime,white,10+0,gqueen,2008,sergiokumic,1735,E81,King's Indian Defense: Saemisch Variation |  Normal Defense,10
JUo0BqQd,TRUE,75,resign,white,10+0,rodelitobrazal,1646,gqueen,2031,D35,Queen's Gambit Declined: Normal Defense,6
Gde2BIFV,TRUE,36,resign,black,10+0,cak_imam80,1913,gqueen,2020,C00,French Defense #2,2
rSWTF9rs,FALSE,32,outoftime,black,5+10,anandacheese,2173,chessmageddon,2240,B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation,11
LABc7BKr,TRUE,77,resign,white,15+5,chessmageddon,2228,conwycastle,2228,C02,French Defense: Advance Variation |  Paulsen Attack,9
7ybUly8t,FALSE,68,resign,black,40+60,elmaleante,2078,chessmageddon,2228,B20,Sicilian Defense: Wing Gambit |  Marshall Variation,5
eNbs0Oew,TRUE,140,mate,black,180+5,queen-of-hearts,2069,chessmageddon,2223,B50,Sicilian Defense,4
nakTVZD5,TRUE,124,draw,draw,10+15,chessmageddon,2229,udav202,2004,B50,Sicilian Defense: Delayed Alapin,5
8Bz5mbbU,TRUE,57,resign,black,10+10,chessmageddon,2233,tree33,2540,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
HBezD4JG,TRUE,67,resign,white,30+15,chessmageddon,2229,gambit47,1947,B50,Sicilian Defense: Delayed Alapin,5
mKvCyQcI,TRUE,51,resign,black,15+15,atreblabo,2052,chessmageddon,2222,B20,Sicilian Defense: Bowdler Attack,3
Xn6uTsFu,TRUE,43,resign,black,15+10,joepasamayo,2164,chessmageddon,2212,E10,Blumenfeld Countergambit #2,6
Rib6UKcT,TRUE,137,outoftime,white,10+15,chessmageddon,2207,udav202,1993,B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation |  Modern Line,16
g5AVWcp2,TRUE,72,resign,black,15+15,chessmageddon,2222,rawhuman,2029,C02,French Defense: Advance Variation |  Lputian Variation,12
5tJDEDVy,FALSE,31,resign,white,20+60,patzer74,2364,chessmageddon,2222,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
7jFW2Ewi,TRUE,76,resign,black,12+15,irakli-georgie,2157,chessmageddon,2213,E10,Blumenfeld Countergambit #2,6
XfyJ4tKl,TRUE,71,resign,white,15+5,chessmageddon,2206,ansevata,2046,C02,French Defense: Advance Variation |  Main Line,11
9ANH8zPE,TRUE,158,resign,black,5+5,chessmageddon,2214,renanreis,2336,C02,French Defense: Advance Variation |  Main Line,11
lAGvYGnM,TRUE,43,mate,white,10+10,komis1987,2252,chessmageddon,2224,A45,Indian Game,2
A5vJqK4g,TRUE,66,resign,black,10+10,horse4203,2136,chessmageddon,2215,B91,Sicilian Defense: Najdorf Variation |  Zagreb (Fianchetto) Variation,11
ypU2jtJR,TRUE,40,outoftime,black,10+10,komis1987,2277,chessmageddon,2201,A45,Indian Game,2
gRo0vrWi,TRUE,38,resign,black,7+14,chessmageddon,2220,pavelsps,1973,B01,Scandinavian Defense: Modern Variation #2,4
v2BASFqN,TRUE,91,mate,white,20+20,chessmageddon,2215,runtilmorrow,1998,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7
hBKxwzgA,FALSE,58,resign,black,15+10,lucifer_will_mate,2064,chessmageddon,2215,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
4zLhWCuC,FALSE,13,resign,black,20+60,lonliness,2228,chessmageddon,2203,B94,Sicilian Defense: Najdorf Variation,11
6NXSj5et,TRUE,115,mate,white,15+10,lonliness,2228,chessmageddon,2203,A01,Nimzo-Larsen Attack: Classical Variation,2
Z0Cx91Uh,TRUE,38,resign,black,10+5,eyeangel2,2103,chessmageddon,2194,A46,Torre Attack: Classical Defense |  Nimzowitsch Variation,6
2onv9UeF,TRUE,59,resign,white,15+10,lonliness,2207,chessmageddon,2206,E68,King's Indian |  Fianchetto |  Classical Variation |  8.e4,15
upN6B2c0,FALSE,69,resign,white,10+15,lance5500,2621,chessmageddon,2206,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
Wg7MuSLY,TRUE,72,resign,black,15+15,masquerade,1829,hackov,1807,B19,Caro-Kann Defense: Classical |  7...Nd7,14
QYMM5YTe,TRUE,83,resign,white,10+0,hackov,1803,danieloop,1542,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
wtTlqj8K,TRUE,54,resign,black,10+8,siroos1342,1751,hackov,1793,A11,English Opening: Caro-Kann Defensive System,2
erD6ArRp,TRUE,152,mate,black,15+10,hackov,1807,michael_hackett,1719,B21,Sicilian Defense: Smith-Morra Gambit,5
jnFVqlqv,TRUE,40,mate,black,15+10,michael_hackett,1728,hackov,1798,B10,Caro-Kann Defense,2
qJLrjD7k,TRUE,60,mate,black,15+10,hackov,1812,michael_hackett,1714,A10,English Opening: Anglo-Dutch Defense,2
x9Pup3vp,TRUE,57,mate,white,10+0,cyborgassassin47,1397,majc,1376,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
AGhOFsth,TRUE,98,outoftime,black,10+0,cyborgassassin47,1490,huseyinyg,1474,C41,Philidor Defense #3,5
nE4LiSn2,TRUE,143,mate,white,25+10,cyborgassassin47,1354,mahoni_1453,1405,B50,Sicilian Defense,4
388CvPN6,TRUE,139,mate,white,10+0,jeansants,1503,chiefjab,1494,C26,Vienna Game: Stanley Variation,5
xQhJRz5b,FALSE,41,mate,white,10+15,therealyipman,2246,chiefjab,1494,B03,Alekhine Defense: Four Pawns Attack |  Fianchetto Variation,10
lYZ4gqba,TRUE,142,mate,black,10+0,chiefjab,1504,josip111,1578,C41,Philidor Defense #3,5
7Z1iZqsS,TRUE,60,resign,black,10+0,harish8u,1507,chiefjab,1490,C50,Four Knights Game: Italian Variation,8
UnGRH4NG,TRUE,83,resign,white,10+0,stipp,1652,chiefjab,1498,A00,Polish Opening,1
qkJVE2Qh,TRUE,100,resign,black,10+0,chiefjab,1507,s7serg,1649,C53,Italian Game: Classical Variation #2,7
cEc0t0GN,TRUE,52,resign,black,10+0,kemaluslu,1482,chiefjab,1493,B02,Alekhine Defense: Normal Variation,4
8JW7fAys,FALSE,29,resign,white,15+10,chiefjab,1493,soultego,2108,B00,Nimzowitsch Defense: Lean Variation,4
48uyfjg1,TRUE,67,resign,white,15+15,efernandao,1946,ed84,1772,D37,Queen's Gambit Declined: Three Knights Variation,7
M2ZlvyYy,TRUE,71,resign,white,30+30,rb52,2057,ed84,1782,D55,Queen's Gambit Declined: Neo-Orthodox Variation |  Main Line,13
9EWYBXrM,TRUE,60,resign,black,10+0,ed84,1793,vale03,1783,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
kVWOIJbl,FALSE,34,resign,black,20+5,ed84,1793,mysterious_expert,2227,E61,Indian Game: West Indian Defense,4
qEcxGVwG,TRUE,56,resign,white,10+0,ed84,1783,omaolmhuaidh,1781,E61,Indian Game: West Indian Defense,4
SSOF87RQ,TRUE,39,resign,black,10+0,ed84,1791,staydown,1876,D32,Tarrasch Defense: Symmetrical Variation,10
urC8i42C,TRUE,53,mate,white,10+0,jeandossantos,1877,ed84,1799,D02,Queen's Pawn Game: Zukertort Variation,3
ekR9eykD,TRUE,86,resign,black,30+30,pioki,1935,ed84,1784,C07,French Defense: Tarrasch Variation |  Chistyakov Defense,8
GrnWAeyW,TRUE,23,resign,black,10+0,ed84,1795,say1166,1798,A40,Polish Defense,2
jYFB118e,TRUE,63,mate,white,10+0,adgofe,1794,ed84,1806,A13,English Opening: Agincourt Defense #2,4
l1FJWpby,TRUE,62,draw,draw,10+0,ed84,1803,huskygaze3,1900,A53,Old Indian Defense,4
oTytkNw9,TRUE,44,draw,draw,30+30,ed84,1802,servasky,1858,E14,Queen's Indian Defense: Spassky System,7
8adJMayt,TRUE,111,draw,draw,10+0,ed84,1802,gargamelle,1781,A40,Modern Defense,2
Bwz5Avk3,TRUE,80,resign,black,10+0,cedrus,1722,ed84,1794,C02,French Defense: Advance Variation,8
TapgVQFc,TRUE,50,resign,black,10+0,atoz123,1784,ed84,1783,C00,French Defense: King's Indian Attack,3
p0cfl7ik,TRUE,12,resign,black,10+0,ed84,1795,kooksta,1753,D10,Slav Defense,4
vCD5E7Ps,FALSE,61,resign,white,5+60,kastorcito,1500,ed84,1795,C11,French Defense: Classical Variation |  Steinitz Variation,7
TnJuozQ7,TRUE,40,mate,black,10+0,jeefer,1757,ed84,1785,A00,Van't Kruijs Opening,1
bGiGLLkt,TRUE,104,mate,black,7+2,deno01,1389,taranga,1307,C20,King's Pawn Game: King's Head Opening,5
qUetu3Fa,FALSE,33,resign,white,10+0,mastermax19,1678,taranga,1299,C21,Danish Gambit Accepted |  Classical Defense,10
LmAF9EOQ,TRUE,64,mate,black,10+5,soheil0,1152,taranga,1299,C20,King's Pawn Game: Wayward Queen Attack,3
ZWXisimD,TRUE,62,outoftime,black,10+0,taranga,1303,atarasenko,1634,C60,Ruy Lopez: Cozio Defense,6
VW8jn694,TRUE,47,mate,white,10+0,taranga,1278,adilsontxyw,1530,C60,Ruy Lopez: Rotary-Albany Gambit,6
VCm6Y9sa,TRUE,30,resign,white,10+0,kaoruko,1595,taranga,1281,C22,Center Game: Normal Variation,6
JfT9yIBl,TRUE,24,resign,white,10+0,taranga,1267,shahen07,1344,C68,Ruy Lopez: Exchange Variation |  Lutikov Variation,8
1GJI8zgp,TRUE,20,resign,white,45+1,aslan737373,1332,taranga,1277,C50,Italian Game: Giuoco Pianissimo |  Normal,8
1vZFGZU4,FALSE,66,resign,black,30+0,jjlg3531,1213,taranga,1277,C50,Four Knights Game: Italian Variation,8
orGL4RMu,FALSE,12,outoftime,black,120+10,taranga,1277,sanchitkaushal,1047,C40,King's Knight Opening,3
5ORW5WNC,FALSE,63,resign,black,120+10,sanchitkaushal,1047,taranga,1277,D00,Queen's Pawn Game #2,3
Bys3Uii4,TRUE,82,resign,white,30+0,barker1964,1393,taranga,1285,D00,Queen's Pawn Game #2,3
6XdCEkkJ,TRUE,87,resign,white,30+0,taranga,1279,temi2017,1090,B02,Alekhine Defense,2
VCvbNgko,TRUE,19,resign,white,8+0,taranga,1268,killerbrecht,1255,C40,King's Pawn Game: Gunderam Gambit,4
kvaVGWlk,TRUE,59,mate,white,15+10,oldsim,1186,taranga,1283,C20,King's Pawn Game: Wayward Queen Attack,3
0gTDO6Av,FALSE,124,mate,black,8+0,taranga,1283,whfo,1267,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
t7vvcwqO,TRUE,96,resign,black,10+4,phileasfrog,1290,taranga,1270,A00,Hungarian Opening,1
igSDFKv0,TRUE,53,outoftime,white,12+0,patrizio67,1331,taranga,1281,D00,Queen's Pawn Game #3,4
facMwkUo,TRUE,39,mate,white,10+0,piroz_xucestih,1304,taranga,1292,A00,Van't Kruijs Opening,1
j5KY62yS,TRUE,10,mate,black,10+0,taranga,1305,piroz_xucestih,1293,C00,French Defense: Normal Variation,3
nyYULwUl,TRUE,51,mate,white,10+0,lelik3310,1308,taranga,1317,C22,Center Game: Berger Variation,8
h0YsGMhj,TRUE,18,resign,black,15+0,cesar1945,1296,taranga,1305,C54,Italian Game: Giuoco Piano |  Greco's Attack,13
o4T7dj5h,FALSE,106,mate,black,30+0,marmoraka5,968,taranga,1305,C50,Four Knights Game: Italian Variation,8
VgNt0SSX,FALSE,38,mate,black,15+15,taranga,1293,vikrant_dalvi,1466,C41,Philidor Defense #3,5
UvqLtnPM,TRUE,59,mate,white,7+2,xapoh,1500,taranga,1299,C68,Ruy Lopez: Exchange Variation,7
1b0kpInt,TRUE,111,mate,white,7+2,taranga,1288,jamila1234,1232,B12,Caro-Kann Defense,3
dJEtAQp7,TRUE,28,resign,black,7+2,taranga,1289,hknight_chess,2108,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9
ZPHBiKBY,FALSE,101,outoftime,white,7+2,blassterkal,1431,taranga,1289,C22,Center Game: Normal Variation,6
I8odmGjb,FALSE,15,mate,white,7+2,striker123,1806,taranga,1289,C45,Scotch Game,7
DijZlfMy,FALSE,42,resign,white,7+2,taranga,1289,yugesh_naidu,1311,C41,Philidor Defense #3,5
LyRqbD4d,FALSE,118,resign,black,7+2,blassterkal,1431,taranga,1289,A40,Englund Gambit Declined |  Reversed French,3
CvakmVNb,FALSE,34,resign,black,7+2,taranga,1289,andreas636,1484,C50,Giuoco Piano,6
O037dETy,FALSE,60,resign,black,7+2,taranga,1289,armourbuddy,1810,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
CxQlHSnq,FALSE,66,resign,black,7+2,striker123,1806,taranga,1289,C44,Scotch Game,5
Q0jogkvi,FALSE,21,outoftime,white,5+8,taranga,1289,snapper,1500,C41,Philidor Defense #3,5
QurxyQkA,TRUE,73,mate,white,15+1,moon50,1409,taranga,1297,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
mJ9VpdxV,TRUE,159,mate,white,15+1,taranga,1280,moon50,1485,C55,Italian Game: Anti-Fried Liver Defense,6
edYOVb5F,FALSE,74,resign,white,15+0,taranga,1280,italiantranslator,1211,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
GstYv2mJ,FALSE,28,mate,black,15+0,italiantranslator,1211,taranga,1280,A00,Crab Opening,3
dFQ5D7CS,TRUE,112,mate,black,10+0,taranga,1281,naoufel,1765,C41,Philidor Defense #4,6
Q7XGscXE,TRUE,55,resign,white,10+0,skayb,1825,svindled,1232,A40,Horwitz Defense,2
soroD8w1,TRUE,52,mate,black,10+0,beto53,1492,svindled,1191,C00,French Defense: La Bourdonnais Variation,3
js6WMWrw,TRUE,72,outoftime,black,10+0,robisurf,1419,svindled,1151,A00,Van't Kruijs Opening,1
ZlIofOna,TRUE,106,resign,black,10+0,jose63,1346,svindled,1112,C02,French Defense: Advance |  Steinitz Variation,7
ueDH6x97,TRUE,2,resign,black,5+5,svindled,1118,marten54,1456,B02,Alekhine Defense,2
aPKviA0G,TRUE,2,resign,black,8+2,svindled,1126,sunnyside41st,1450,B20,Sicilian Defense,2
NQFasT6b,TRUE,2,resign,black,10+0,svindled,1154,haskox,1147,C20,King's Pawn Game,2
DLYk1BRG,TRUE,2,resign,white,10+0,the-legendery-player,1227,svindled,1179,A00,Clemenz Opening,1
r2Tv9299,TRUE,2,resign,white,10+0,brujo77,1507,svindled,1188,B01,Scandinavian Defense,2
2qL2ZVNH,TRUE,2,resign,black,10+1,svindled,1196,nastyazdrastya,1547,C20,King's Pawn Game,2
rcROpusK,TRUE,2,resign,white,5+8,minelkayraaaaaa,1467,svindled,1209,A40,Horwitz Defense,2
g2CgIJFH,TRUE,2,resign,black,8+0,svindled,1226,sgbarrys,1431,A00,Mieses Opening,1
tl7g5sJb,TRUE,2,resign,white,10+0,ryanprihantoro,1362,svindled,1252,B07,Pirc Defense #4,2
lSvy8nDx,TRUE,2,resign,white,3+8,222222,1076,svindled,1319,C00,French Defense #2,2
9sOv9BBL,TRUE,2,resign,black,13+0,svindled,1346,spaxxts,1503,C20,King's Pawn Game,2
xzBfOhdq,TRUE,2,resign,black,7+5,svindled,1369,ignacio45,1581,A00,Mieses Opening: Reversed Rat,2
MW1ZjrS9,TRUE,2,resign,white,10+3,julian01,1567,svindled,1400,B00,Ware Defense,2
DqTnqTK4,TRUE,2,resign,black,30+0,svindled,1445,streeet1,1546,A00,Kadas Opening,1
CAkwRTef,TRUE,2,resign,white,15+0,ka0017,1538,svindled,1516,B00,Ware Defense,2
GLcGuZZa,TRUE,3,resign,black,10+3,svindled,1630,julian01,1556,A00,Grob Opening,1
HehthdTm,TRUE,2,resign,white,8+0,dino69,1834,svindled,1709,C00,French Defense #2,2
rsEgYfgO,TRUE,54,resign,black,10+0,dmenace,1778,bbmoro,1779,A15,English Opening: Anglo-Indian Defense |  Scandinavian Defense,4
KkuTHGO4,FALSE,43,resign,white,60+180,crraii,1881,thebadfish,1963,B51,Sicilian Defense: Canal-Sokolsky Attack,5
Ggcp098y,FALSE,23,resign,black,60+180,thebadfish,1963,crraii,1881,C00,French Defense: Steiner Variation,3
LE8RlKPJ,FALSE,7,resign,white,60+180,thebadfish,1963,crraii,1881,A10,English Opening: Anglo-Dutch Defense,2
kkwxUmJG,FALSE,10,resign,white,60+180,thebadfish,1963,crraii,1881,A10,English Opening: Anglo-Dutch Defense,2
iI0Fcm9f,FALSE,2,resign,white,60+180,thebadfish,1963,crraii,1881,A00,Polish Opening: Dutch Defense,2
pdJ3eEa1,FALSE,48,resign,white,45+45,crraii,1881,thebadfish,1963,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
5y4SI10i,TRUE,45,resign,white,15+15,owlsquawk,1918,crraii,1904,A81,Dutch Defense: Semi-Leningrad Variation,6
htWbvrxd,TRUE,55,draw,draw,15+15,crraii,1903,owlsquawk,1920,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7
wOlY8KQr,TRUE,71,mate,white,15+15,crraii,1881,quesada,1800,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
Mg0kYdL6,FALSE,36,mate,black,45+45,thebadfish,1973,crraii,1881,C06,French Defense: Tarrasch Variation |  Closed Variation |  Main Line,15
OCMb7o06,FALSE,18,resign,white,45+45,crraii,1881,thebadfish,1973,B01,Scandinavian Defense: Marshall Variation,6
WV4oO67F,FALSE,33,resign,black,45+45,thebadfish,1973,crraii,1881,A04,Zukertort Opening: Lisitsyn Gambit,3
9DNvxhG8,FALSE,32,resign,white,45+45,crraii,1881,thebadfish,1973,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7
Yn1z7FrL,FALSE,31,resign,white,45+45,thebadfish,1973,crraii,1881,C00,French Defense: Steiner Variation,3
51wccHT4,FALSE,2,resign,black,45+45,thebadfish,1973,crraii,1881,A10,English Opening: Anglo-Dutch Defense,2
G18GLvIi,FALSE,57,resign,white,45+45,crraii,1881,thebadfish,1973,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
hWlmlNVi,FALSE,37,resign,black,45+45,thebadfish,1973,crraii,1881,A10,English Opening: Anglo-Dutch Defense,2
N9A5P66i,FALSE,15,resign,white,45+45,crraii,1881,thebadfish,1973,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
o7W3R1T4,TRUE,73,mate,white,15+15,crraii,1863,czytamspam,1713,B40,Sicilian Defense: Delayed Alapin Variation,5
dAeQbomk,TRUE,53,mate,white,15+15,crraii,1839,maestrochess_a,1765,B12,Caro-Kann Defense: Advance Variation,5
NrfJ2vsk,TRUE,55,resign,white,15+15,crraii,1810,duc_d_alsace,1749,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
xMXRLL7q,FALSE,60,mate,black,45+45,thebadfish,1973,crraii,1810,C90,Ruy Lopez: Closed Variations |  Pilnik Variation,17
TbAp2TC6,FALSE,14,resign,black,45+45,crraii,1810,thebadfish,1973,B39,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,14
91uXkT0d,FALSE,54,resign,black,45+45,thebadfish,1973,crraii,1810,C53,Italian Game: Classical Variation |  Albin Gambit,9
LIbIrgz8,FALSE,38,resign,white,45+45,crraii,1810,thebadfish,1973,B90,Sicilian Defense: Najdorf Variation |  English Attack |  Anti-English,12
fqpBB86r,FALSE,57,draw,draw,45+45,thebadfish,1973,crraii,1810,C84,Ruy Lopez: Closed Variations,10
5zbuv4Dw,FALSE,11,resign,white,45+45,thebadfish,1973,crraii,1810,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
g1wrrh3Z,FALSE,28,resign,black,45+45,crraii,1810,thebadfish,1973,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
nKaCYWcw,FALSE,39,resign,black,45+45,thebadfish,1973,crraii,1810,A10,English Opening: Anglo-Dutch Defense,2
gKEYlkSw,FALSE,11,resign,white,45+45,thebadfish,1973,crraii,1810,A13,English Opening: Agincourt Defense,2
mPrLFfZ9,FALSE,15,resign,white,45+45,thebadfish,1973,crraii,1810,A82,Dutch Defense: Staunton Gambit Accepted,4
6xowZ542,FALSE,27,resign,white,45+45,crraii,1810,thebadfish,1973,E20,Nimzo-Indian Defense: Ragozin Variation,8
O3OXe0zp,FALSE,31,resign,white,45+45,thebadfish,1973,crraii,1810,A00,Polish Opening,1
JmcLzBmA,FALSE,41,draw,draw,45+45,thebadfish,1973,crraii,1810,B10,Caro-Kann Defense: Accelerated Panov Attack |  Modern Variation,8
cxHT6TdD,FALSE,35,resign,white,45+45,thebadfish,1973,crraii,1810,C06,French Defense: Tarrasch Variation |  Closed Variation |  Main Line,15
P30biePF,FALSE,30,resign,black,45+45,thebadfish,1973,crraii,1810,C00,French Defense: Steiner Variation,3
Q0kfSviU,FALSE,26,resign,white,45+45,thebadfish,1973,crraii,1810,A13,English Opening: Agincourt Defense #3,3
16VOi33t,FALSE,23,resign,white,45+45,thebadfish,1973,crraii,1810,A13,English Opening: Agincourt Defense,2
PTKdr0fQ,TRUE,24,resign,black,15+15,crraii,1828,kudrin64,2035,C92,Ruy Lopez: Closed Variations |  Flohr System,18
3qzini9E,TRUE,42,resign,black,15+15,miko47,1900,crraii,1774,C01,French Defense: Exchange Variation,5
u5JPi9uq,TRUE,24,resign,black,15+15,crraii,1808,tvnet,1894,C64,Ruy Lopez: Classical Variation |  Central Variation,7
9O53TRBS,TRUE,10,resign,white,15+15,blues_drifter,1973,crraii,1840,C17,French Defense: Winawer Variation |  Advance Variation #3,8
H7VJQtH3,TRUE,92,mate,black,8+0,ssf7,1892,topraktoprak,1770,A40,Horwitz Defense,2
rVgE2Oyd,TRUE,75,resign,white,8+0,ssf7,1884,dalet,1784,A46,Torre Attack #2,3
D23xOkDc,TRUE,116,outoftime,black,8+0,ssf7,1900,peter-bon22,1702,A40,Horwitz Defense,2
DPU3gg7I,TRUE,70,resign,white,8+0,ssf7,1888,kaskade24,1918,A49,East Indian Defense,4
vArfTUfk,TRUE,69,resign,white,8+0,ssf7,1881,alexey_0185,1753,D02,Queen's Pawn Game: Chigorin Variation,4
E0kPh6JS,TRUE,54,resign,white,8+0,ssf7,1874,eugeneshy,1742,D02,Queen's Pawn Game: Krause Variation,4
qLyfzkSs,TRUE,68,outoftime,black,8+0,ssf7,1888,nikolai69,1780,D04,Queen's Pawn Game: Colle System,5
WinICbAV,TRUE,58,outoftime,black,8+0,ssf7,1904,planetproto,1740,D12,Slav Defense: Quiet Variation |  Pin Defense,8
7NWORHxc,TRUE,79,outoftime,white,8+0,ssf7,1894,tajbo4,1862,A40,English Defense #2,2
ttXJm0uE,TRUE,115,resign,white,8+0,ssf7,1888,iran-soldier,1700,D05,Colle System,6
DbzrE93f,TRUE,158,outoftime,black,8+0,ssf7,1902,grego77,1810,A40,Englund Gambit Declined |  Reversed French,3
DEXiRPZK,TRUE,131,outoftime,white,8+0,ssf7,1892,okladnoy,1861,A40,Horwitz Defense,2
djfGOL6X,TRUE,65,outoftime,white,8+0,ssf7,1885,easywisi,1742,A40,Queen's Pawn,1
jiMI9J7p,TRUE,77,outoftime,white,8+0,ssf7,1877,sergey1971,1780,D02,Queen's Pawn Game: Chigorin Variation,4
blFMsvNn,TRUE,108,draw,draw,8+0,ssf7,1882,mb513,1722,A40,Horwitz Defense,2
x8D1Y66X,TRUE,43,resign,white,8+0,ssf7,1873,artem_1,1809,D04,Queen's Pawn Game: Colle System,5
d0xEdVHA,TRUE,87,mate,white,8+0,ssf7,1866,ivan1904,1737,A40,Queen's Pawn,1
62wlXOSz,TRUE,29,mate,white,8+0,ssf7,1859,ivan1904,1744,A40,Queen's Pawn,1
BUfDQQDk,TRUE,64,outoftime,black,8+0,ssf7,1874,killscheg,1700,D02,Queen's Pawn Game: Anti-Torre,4
iUtmGsvi,TRUE,79,resign,white,8+0,ssf7,1865,pombeira,1823,A40,Modern Defense,2
o887Ujjz,TRUE,76,outoftime,black,8+0,ssf7,1881,medsadok,1703,D02,Queen's Pawn Game: Symmetrical Variation,4
cS9Ha5IZ,TRUE,59,mate,white,8+0,ssf7,1891,slavenmalixin,1713,D02,Queen's Pawn Game: Zukertort Variation,3
Ccectk4p,TRUE,80,outoftime,black,8+0,ssf7,1905,hamir,1803,D02,Queen's Pawn Game: Symmetrical Variation,4
77jQdRcn,TRUE,125,outoftime,white,8+0,ssf7,1897,bwf,1793,D02,Queen's Pawn Game: Zukertort Variation,3
9Btrr1Rm,TRUE,121,mate,white,8+0,ssf7,1890,roma75,1755,D04,Queen's Pawn Game: Colle System,5
kV4Yh45C,TRUE,76,mate,black,8+0,ssf7,1903,gramps,1842,A46,Torre Attack #2,3
v5dT82aj,TRUE,68,outoftime,black,8+0,ssf7,1917,buntar,1795,D02,Queen's Pawn Game: Krause Variation,4
ebodKAhf,TRUE,64,outoftime,black,8+0,ssf7,1931,navigat13,1803,A40,Modern Defense,2
oEUQtpar,TRUE,67,mate,white,8+0,ssf7,1926,fedorov-sergey,1736,A40,Queen's Pawn,1
etjt52lL,TRUE,59,resign,white,8+0,ssf7,1918,acapaca,1823,A40,Modern Defense,2
